age,policy_bind_date,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,capital_gains,capital_loss,incident_date,authorities_contacted,number_of_vehicles_involved,bodily_injuries,witnesses,injury_claim,property_claim,vehicle_claim,auto_year,fraud_reported,police_report_available_encoded,insured_sex_encoded,property_damage_encoded,policy_csl_encoded,insured_education_level_encoded,insured_occupation_encoded,insured_hobbies_encoded,insured_relationship_encoded,incident_type_encoded,collision_type_encoded,incident_state_encoded,incident_severity_encoded
0.9909213926982189,2014-10-17,250/500,-0.2195411888909527,0.6149349321189265,-0.48054771093571935,1.011330643263252,0.9538505081700629,2015-01-25,Police,-0.8238649762007128,0.009759465477002306,0.461837853772224,-0.18946904819366447,1.165846340108718,0.7496527191568344,-0.1834403993553725,1,-1.4147801864822238,1.0769527444706675,0.2918125783627955,0.7578206403856677,0.9491431001081818,0.877629967425337,-0.2986569288656468,-1.2987279697173422,0.5885544318738691,0.08671477239350854,0.8830942100667314,1.6152057698578444
0.33315744135522607,2006-06-27,250/500,1.4188258923848136,-0.24523985638922036,1.6978190657447854,-0.9019267788874382,0.9538505081700629,2015-01-21,Police,-0.8238649762007128,-1.2101737191482849,-1.3386995878348875,-1.364054563724177,-1.372379991873507,-1.8233459324942756,0.3154908772231269,1,0.9971218684273209,1.0769527444706675,1.0119672581156953,0.7578206403856677,0.9491431001081818,-0.18218099784304848,0.14810943050938574,1.4777448606394794,-2.199388964623129,-2.057009655154806,-0.3588522192050495,-0.6299623058706817
-1.0919977865545918,2000-09-06,100/300,1.4188258923848136,0.6404911767295697,1.6978190657447854,0.35802323082155296,0.9538505081700629,2015-02-22,Police,1.1400563019893057,1.2296926501022896,1.3621065745757797,0.05446755974373692,-0.7357496945544357,-0.785564512155687,0.3154908772231269,0,0.298041334358157,-0.9285458485845719,-1.3385668981870218,0.5457165052879057,1.0750375053644652,0.5115267965346528,0.20499583030558555,-1.0702878146273995,0.3406724586011453,0.846356037103883,-0.4966602910963925,-0.6299623058706817
0.2235301161313939,1990-05-25,250/500,1.4188258923848136,0.6511567041754236,2.133492421080886,0.8533881919037205,-1.2675773539696165,2015-01-10,Police,-0.8238649762007128,0.009759465477002306,0.461837853772224,-0.22431713504186468,-0.21939482799922821,0.6776066379082136,1.4796638559062922,1,0.298041334358157,-0.9285458485845719,1.0119672581156953,0.7578206403856677,1.0750375053644652,-0.010873920661118891,0.14810943050938574,-0.18525772913946104,0.5885544318738691,0.3743247189079271,3.415890619557508,1.6152057698578444
0.5524120918028903,2014-06-06,500/1000,-0.2195411888909527,1.3410112236251592,2.133492421080886,1.4672099915055368,-0.6837405440482903,2015-02-17,Police,-0.8238649762007128,-1.2101737191482849,-0.4384308670313317,-1.2574604157179177,-1.3993382780792005,-1.7682518703629773,0.6481117282754599,0,0.298041334358157,1.0769527444706675,-1.3385668981870218,-1.5215003504028333,-0.703459734131903,0.5115267965346528,0.14810943050938574,-0.18525772913946104,-2.199388964623129,-2.057009655154806,-0.4966602910963925,-0.6299623058706817
0.0042754656837296155,2006-10-12,250/500,-0.2195411888909527,0.3859952833677232,-0.48054771093571935,-0.9019267788874382,0.9538505081700629,2015-01-02,Fire,1.1400563019893057,-1.2101737191482849,0.461837853772224,-0.20996792281025284,-0.20487882773462399,0.7072726713635281,-0.349750824881539,1,0.298041334358157,-0.9285458485845719,-1.3385668981870218,0.7578206403856677,1.0750375053644652,0.6116045429450133,-0.49673854432325054,-0.18525772913946104,0.3406724586011453,0.846356037103883,0.8830942100667314,1.6152057698578444
-0.5438611604354311,2000-06-04,250/500,-0.2195411888909527,0.3131825479200643,-0.48054771093571935,-0.9019267788874382,-1.7873345140215287,2015-01-13,Police,1.1400563019893057,-1.2101737191482849,-1.3386995878348875,2.8730628195246353,-0.051423967794522144,0.6421133478813196,1.1470430048539593,0,0.9971218684273209,1.0769527444706675,1.0119672581156953,0.7578206403856677,0.6889613292451924,-0.6148153417848631,0.20499583030558555,-1.2987279697173422,0.3406724586011453,0.3743247189079271,-0.4966602910963925,-0.6299623058706817
-0.21497918476393468,1990-02-03,100/300,-0.2195411888909527,-0.49214681676074684,-0.48054771093571935,-0.9019267788874382,0.9538505081700629,2015-02-27,Police,1.1400563019893057,1.2296926501022896,0.461837853772224,0.39884865330242125,0.41101432634929824,-0.2701171808695989,1.6459742814324587,0,-1.4147801864822238,1.0769527444706675,1.0119672581156953,0.5457165052879057,-0.703459734131903,0.6116045429450133,0.10538658331550528,-0.18525772913946104,0.3406724586011453,0.3743247189079271,-0.3588522192050495,-0.5342117343357785
-0.6534884856592632,1997-02-05,100/300,-1.038724729528836,0.7629396360598577,-0.48054771093571935,-0.9019267788874382,0.9538505081700629,2015-01-30,Police,-0.8238649762007128,0.009759465477002306,-0.4384308670313317,-0.9561269588540688,-0.9597108414940438,-0.835361068312822,1.1470430048539593,0,-1.4147801864822238,-0.9285458485845719,-1.3385668981870218,0.5457165052879057,1.0750375053644652,-1.360764497328115,-0.7939293501156832,-1.0702878146273995,0.5885544318738691,0.3743247189079271,-1.2086686625349987,-0.5342117343357785
0.33315744135522607,2011-07-25,100/300,-1.038724729528836,0.24069798254766303,-0.48054771093571935,-0.9019267788874382,-0.44522184731213893,2015-01-05,Other,-0.8238649762007128,1.2296926501022896,-0.4384308670313317,-0.5604986787539137,-0.5594839770556701,-0.2664089266876846,-1.5139238035647045,0,0.9971218684273209,1.0769527444706675,-1.3385668981870218,0.5457165052879057,1.0750375053644652,-1.360764497328115,-0.8986003257406907,0.7570369184318504,0.5885544318738691,0.846356037103883,1.1294749572214562,-0.5342117343357785
